"STATION","NAME","DATE","AWND","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-07-18","10.74",,"0.58",,"0.0","0.0","83","96","74",,"  310","  310",,"28.0","35.1","    1",,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-07-19","7.38",,"0.00",,"0.0","0.0","79","89","72",,"  280","  280",,"21.0","25.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-07-20","7.38",,"0.00",,"0.0","0.0","79","87","70",,"   40","   20",,"14.1","19.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-07-21","8.05",,"0.00",,"0.0","0.0","80","89","69",,"  240","  230",,"16.1","19.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-07-22","12.08",,"0.00",,"0.0","0.0","82","94","73",,"  220","  220",,"21.0","27.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-07-23","9.84",,"0.00",,"0.0","0.0","86","97","77",,"  250","  260",,"33.1","38.9",,,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-07-24","6.71",,"0.00",,"0.0","0.0","84","95","74",,"  240","  250",,"18.1","21.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-07-25","9.17",,"1.68",,"0.0","0.0","85","97","74",,"   10","  340",,"33.1","40.9","    1",,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-07-26","9.17",,"0.00",,"0.0","0.0","81","92","74",,"  290","  290",,"17.0","23.0","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-07-27","6.04",,"0.00",,"0.0","0.0","85","94","77",,"  250","   60",,"13.0","19.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-07-28","4.70",,"0.33",,"0.0","0.0","83","95","74",,"  270","  270",,"29.1","32.0","    1",,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-07-29","8.50",,"0.39",,"0.0","0.0","79","89","73",,"   10","  360",,"17.0","23.9","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-07-30","6.71",,"0.27",,"0.0","0.0","80","88","74",,"  190","  180",,"18.1","23.0","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-07-31","6.71",,"0.00",,"0.0","0.0","80","90","75",,"  220","  230",,"13.0","19.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-01","7.38",,"0.00",,"0.0","0.0","77","80","73",,"   50","   30",,"13.0","18.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-02","8.05",,"0.00",,"0.0","0.0","76","84","68",,"   80","   60",,"16.1","21.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-03","6.93",,"0.00",,"0.0","0.0","74","85","66",,"  110","   30",,"14.1","17.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-04","5.37",,"0.00",,"0.0","0.0","75","86","66",,"  200","  220",,"14.1","21.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-05","7.83",,"0.00",,"0.0","0.0","76","85","68",,"  240","  200",,"17.0","23.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-06","9.17",,"0.00",,"0.0","0.0","81","91","76",,"  320","  220",,"15.0","23.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-07","7.61",,"0.00",,"0.0","0.0","81","89","71",,"  310","  310",,"15.0","23.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-08","5.14",,"0.00",,"0.0","0.0","80","85","73",,"   80","   30",,"12.1","16.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-09","6.04",,"0.00",,"0.0","0.0","79","89","68",,"  190","  140",,"16.1","19.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-10","12.08",,"0.00",,"0.0","0.0","83","93","76",,"  220","  230",,"21.9","28.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-11","10.96",,"0.31",,"0.0","0.0","86","95","79",,"  240","  210",,"21.0","25.1",,,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-12","11.63",,"0.00",,"0.0","0.0","88","97","81",,"  230","  230",,"18.1","23.9",,,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-13","9.62",,"0.00",,"0.0","0.0","89","98","82",,"  230","  240",,"18.1","23.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-14","10.74",,"0.03",,"0.0","0.0","90","97","77",,"  260","  260",,"21.0","25.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-15","7.16",,"0.00",,"0.0","0.0","85","94","76",,"  220","  280",,"14.1","19.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-16","10.29",,"0.00",,"0.0","0.0","84","94","77",,"  190","  190",,"21.0","27.1","    1",,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-17","9.62",,"0.57",,"0.0","0.0","85","91","76",,"  290","  280",,"23.9","30.0","    1",,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-18","6.71",,"0.19",,"0.0","0.0","81","88","73",,"  310","  310",,"21.0","25.9","    1",,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-19","5.14",,"0.00",,"0.0","0.0","81","90","73",,"  280","  310",,"13.0","19.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-20","6.04",,"0.00",,"0.0","0.0","82","93","73",,"  170","  150",,"15.0","18.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-21","6.71",,"0.60",,"0.0","0.0","79","89","73",,"  320","  310",,"21.0","25.1","    1",,,,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-22","11.18",,"0.00",,"0.0","0.0","76","83","66",,"  300","  300",,"21.9","27.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-23","5.82",,"0.00",,"0.0","0.0","73","83","62",,"  240","  220",,"14.1","19.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-24","8.28",,"0.00",,"0.0","0.0","76","86","68",,"  200","  210",,"15.0","21.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-25","10.07",,"0.00",,"0.0","0.0","77","87","69",,"  210","  190",,"17.0","23.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-26","10.07",,"0.00",,"0.0","0.0","83","93","75",,"  320","  320",,"18.1","27.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-27","7.16",,"0.00",,"0.0","0.0","83","93","72",,"  100","   70",,"14.1","23.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-28","4.92",,"0.00",,"0.0","0.0","79","90","70",,"  240","  220",,"14.1","18.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-29","8.28",,"0.00",,"0.0","0.0","82","93","73",,"  310","  330",,"17.0","21.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-30","6.26",,"0.00",,"0.0","0.0","81","90","71",,"   40","   30",,"15.0","17.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-31","7.38",,"0.00",,"0.0","0.0","80","91","72",,"  240","  230",,"16.1","19.0","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-09-01","7.16",,"0.47",,"0.0","0.0","77","81","70",,"  220","  340",,"17.0","23.0","    1",,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-09-02","7.83",,"0.00",,"0.0","0.0","73","83","64",,"   40","  340",,"15.0","23.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-09-03","11.86",,"0.00",,"0.0","0.0","72","79","67",,"   80","   80",,"23.9","31.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-09-04","8.28",,"0.00",,"0.0","0.0","72","82","63",,"   40","   10",,"17.0","23.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-09-05","7.16",,"0.00",,"0.0","0.0","73","86","63",,"  340","  360",,"14.1","21.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-09-06","16.11",,"0.00",,"0.0","0.0","80","88","72",,"  340","  340",,"23.9","34.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-09-07","8.28",,"0.00",,"0.0","0.0","81","91","72",,"   10","  300",,"15.0","25.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-09-08","7.83",,"0.00",,"0.0","0.0","81","95","71",,"  240","  240",,"16.1","19.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-09-09","8.28",,"0.00",,"0.0","0.0","87","95","80",,"  210","  240",,"15.0","19.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-09-10","9.17",,"0.00",,"0.0","0.0","85","95","77",,"  190","  210",,"17.0","21.9","    1",,,,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-09-11","12.08",,"0.00",,"0.0","0.0","81","85","70",,"  340","  340",,"23.9","31.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-09-12","6.04",,"0.00",,"0.0","0.0","73","84","62",,"  140","  340",,"16.1","21.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-09-13","7.16",,"0.00",,"0.0","0.0","73","85","62",,"  220","  230",,"16.1","21.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-09-14","8.72",,"0.00",,"0.0","0.0","78","92","68",,"   20","  330",,"19.9","27.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-09-15","9.17",,"0.00",,"0.0","0.0","74","80","62",,"   20","   20",,"21.0","25.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-09-16","7.16",,"0.00",,"0.0","0.0","68","80","59",,"  130","  140",,"14.1","19.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-09-17","7.61",,"0.00",,"0.0","0.0","69","83","59",,"  190","  210",,"14.1","18.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-09-18","8.50",,"0.00",,"0.0","0.0","76","87","70",,"  170","  190",,"15.0","19.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-09-19","4.47",,"1.29",,"0.0","0.0","74","76","70",,"   10","  360",,"17.0","21.0","    1",,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-09-20","4.47",,"0.00",,"0.0","0.0","74","82","69",,"   10","  330",,"13.0","21.9","    1",,,,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-09-21","5.37",,"0.00",,"0.0","0.0","76","86","68",,"   40","   20",,"15.0","23.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-09-22","5.14",,"0.00",,"0.0","0.0","75","87","62",,"  100","   50",,"10.1","16.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-09-23","5.14",,"0.00",,"0.0","0.0","74","89","63",,"  300","  210",,"12.1","19.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-09-24","7.61",,"0.00",,"0.0","0.0","70","73","59",,"   40","  360",,"19.9","28.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-09-25","6.93",,"0.00",,"0.0","0.0","64","74","53",,"  360","  110",,"14.1","19.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-09-26","6.71",,"0.00",,"0.0","0.0","64","73","53",,"  190","  200",,"15.0","19.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-09-27","6.71",,"0.12",,"0.0","0.0","70","76","60",,"  240","  230",,"15.0","19.9","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-09-28","10.96",,"0.09",,"0.0","0.0","65","72","58",,"   80","   80",,"25.1","31.1","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-09-29","17.22",,"0.78",,"0.0","0.0","63","65","60",,"   80","   80",,"29.1","38.9","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-09-30","14.99",,"0.77",,"0.0","0.0","60","63","57",,"   50","   50",,"25.1","32.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-10-01","10.74",,"0.00",,"0.0","0.0","61","65","58",,"   50","   30",,"17.0","23.0","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-10-02","5.14",,"0.02",,"0.0","0.0","63","67","60",,"   30","   40",,"13.0","19.9","    1",,,,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-10-03","4.70",,"0.00",,"0.0","0.0","67","76","61",,"  320","  340",,"12.1","19.0","    1",,,,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-10-04","7.83",,"0.00",,"0.0","0.0","64","68","58",,"   70","   30",,"18.1","27.1","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-10-05","8.50",,"0.00",,"0.0","0.0","62","71","55",,"   40","   20",,"17.0","29.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-10-06","4.47",,"0.00",,"0.0","0.0","63","76","56",,"  120","  130",,"10.1","13.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-10-07","6.26",,"0.00",,"0.0","0.0","64","78","54",,"  140","  110",,"12.1","19.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-10-08","5.37",,"0.26",,"0.0","0.0","63","67","59",,"   50","   10",,"12.1","17.0","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-10-09","17.00",,"0.89",,"0.0","0.0","61","65","52",,"  350","   10",,"31.1","40.9","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-10-10","12.97",,"0.00",,"0.0","0.0","56","65","47",,"  350","  350",,"21.9","30.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-10-11","4.92",,"0.00",,"0.0","0.0","55","67","45",,"   40","   10",,"13.0","21.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-10-12","2.46",,"0.00",,"0.0","0.0","58","72","48",,"  140","  180",,"8.1","11.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-10-13","6.26",,"0.00",,"0.0","0.0","60","68","52",,"  310","  320",,"17.0","21.0","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-10-14","5.59",,"0.00",,"0.0","0.0","57","65","48",,"  360","  350",,"17.0","23.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-10-15","4.03",,"0.00",,"0.0","0.0","56","68","44",,"  210","  200",,"8.9","13.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-10-16","5.59",,"0.00",,"0.0","0.0","58","71","48",,"  250","  250",,"14.1","17.0","    1","    1",,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-10-17","6.04",,"0.00",,"0.0","0.0","67","82","58",,"  230","  230",,"14.1","17.0","    1","    1",,,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-10-18","7.16",,"0.00",,"0.0","0.0","71","84","62",,"  240","  240",,"17.0","21.0","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-10-19","7.38",,"0.00",,"0.0","0.0","75","86","66",,"   50","   40",,"15.0","19.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-10-20","8.50",,"0.00",,"0.0","0.0","71","81","63",,"  110","  160",,"15.0","19.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-10-21","9.62",,"0.00",,"0.0","0.0","71","80","56",,"  340","  330",,"21.9","27.1","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-10-22","16.55",,"0.19",,"0.0","0.0","55","56","49",,"  280","  270",,"28.0","38.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-10-23","14.32",,"0.00",,"0.0","0.0","54","66","47",,"  280","  270",,"29.1","33.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-10-24","12.08",,"0.00",,"0.0","0.0","60","65","51",,"  290","  310",,"28.0","36.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-10-25","11.63",,"0.00",,"0.0","0.0","52","56","41",,"  330","  290",,"23.0","30.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-10-26","6.93",,"0.00",,"0.0","0.0","46","53","38",,"  340","  340",,"15.0","21.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-10-27","9.62",,"0.48",,"0.0","0.0","50","61","45",,"  290","  290",,"17.0","23.9","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-10-28","12.08",,"0.00",,"0.0","0.0","54","57","43",,"  310","  280",,"28.0","36.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-10-29","8.28",,"0.00",,"0.0","0.0","52","69","40",,"  230","  230",,"21.0","23.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-10-30","10.07",,"0.22",,"0.0","0.0","67","79","55",,"  310","  310",,"36.9","48.1","    1",,"    1",,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-10-31","10.51",,"0.00","    0","0.0","0.0","54","57","44","    0","  350","  350",,"19.9","30.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-11-01","4.92",,"0.00",,"0.0","0.0","49","60","39",,"  210","  210",,"12.1","17.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-11-02","6.26",,"0.00",,"0.0","0.0","58","70","51",,"  240","  220",,"12.1","16.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-11-03","9.40",,"0.01",,"0.0","0.0","63","72","54",,"  360","  360",,"21.0","28.0","    1","    1",,,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-11-04","10.74",,"0.00",,"0.0","0.0","57","62","45",,"  340","  340",,"23.0","30.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-11-05","7.83",,"0.00",,"0.0","0.0","52","65","40",,"  280","  280",,"16.1","23.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-11-06","13.42",,"0.00",,"0.0","0.0","56","63","45",,"  320","  320",,"25.1","35.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-11-07","6.71",,"0.00",,"0.0","0.0","48","56","39",,"   40","   50",,"16.1","19.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-11-08","5.37",,"0.00",,"0.0","0.0","52","69","39",,"  230","  220",,"12.1","16.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-11-09","8.50",,"0.38",,"0.0","0.0","54","56","47",,"  340","  330",,"21.9","29.1","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-11-10","9.40",,"0.00",,"0.0","0.0","49","58","40",,"  350","  330",,"23.9","30.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-11-11","15.88",,"0.00",,"0.0","0.0","54","64","42",,"  350","  340",,"29.1","36.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-11-12","7.61",,"0.00",,"0.0","0.0","44","51","35",,"  360","  360",,"15.0","19.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-11-13","9.17",,"0.00",,"0.0","0.0","46","60","37",,"  240","  210",,"16.1","21.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-11-14","4.92",,"0.00",,"0.0","0.0","47","60","35",,"  240","  190",,"13.0","19.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-11-15","7.61",,"0.00",,"0.0","0.0","54","63","44",,"  350","  350",,"17.0","23.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-11-16","8.05",,"0.00",,"0.0","0.0","51","62","40",,"  250","  240",,"17.0","19.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-11-17","8.05",,"0.00",,"0.0","0.0","55","61","47",,"  340","  320",,"16.1","23.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-11-18","2.91",,"0.00",,"0.0","0.0","53","70","42",,"  190","  200",,"8.1","12.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-11-19","9.17",,"0.03",,"0.0","0.0","56","72","37",,"  310","  320",,"36.9","46.1","    1",,,,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-11-20","23.71",,"0.00",,"0.0","0.0","42","44","39",,"  280","  270",,"36.9","46.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-11-21","23.71",,"0.00",,"0.0","0.0","41","45","38",,"  290","  290",,"36.0","47.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-11-22","12.53",,"0.00",,"0.0","0.0","42","48","35",,"  290","  270",,"23.9","34.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-11-23","4.70",,"0.00",,"0.0","0.0","40","51","32",,"  330","  350",,"15.0","18.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-11-24","4.92",,"0.00",,"0.0","0.0","47","55","40",,"  330","  340",,"10.1","13.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-11-25","3.36",,"0.00",,"0.0","0.0","48","53","42",,"  210","  210",,"8.9","11.0","    1",,,,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-11-26","10.96",,"0.00",,"0.0","0.0","48","50","39",,"  320","  340",,"21.9","30.0","    1",,,,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-11-27","9.17",,"0.00",,"0.0","0.0","44","50","36",,"  330","  230",,"21.0","25.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-11-28","5.59",,"0.00",,"0.0","0.0","43","53","32",,"  190","  200",,"14.1","19.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-11-29","7.38",,"1.02",,"0.0","0.0","53","60","48",,"  180","  190",,"17.0","23.9","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-11-30","5.82",,"0.73",,"0.0","0.0","58","61","55",,"  320","  320",,"21.0","25.1","    1","    1",,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-12-01","14.76",,"0.03",,"0.0","0.0","55","63","43",,"  290","  280",,"29.1","38.9","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-12-02","15.88",,"0.00",,"0.0","0.0","45","51","40",,"  280","  290",,"28.0","35.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-12-03","13.42",,"0.00",,"0.0","0.0","46","52","42",,"  300","  290",,"23.0","31.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-12-04","6.93",,"0.00",,"0.0","0.0","45","48","41",,"  350","  360",,"16.1","19.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-12-05","9.17",,"0.13",,"0.0","0.0","44","51","40",,"  310","  330",,"17.0","21.0","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-12-06","9.84",,"0.74",,"0.0","0.0","42","46","37",,"   70","   50",,"19.9","25.9","    1",,,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-12-07","8.05",,"0.04",,"0.0","0.0","44","47","37",,"   40","   40",,"17.0","23.0","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-12-08","11.86",,"0.00",,"0.0","0.0","40","46","32",,"  280","  280",,"23.0","31.1",,,,,,,,
